id_A,id_B,cleaned_hotel_name_A,cleaned_hotel_name_B,cleaned_address_A,cleaned_address_B,latitude_A,longitude_A,latitude_B,longitude_B,geo_distance_km,name_similarity,address_similarity,predicted_match,hotel_name_A,city_A,country_A,hotel_name_B,city_B,country_B,enriched_category_stars_A,enriched_review_score_A,enriched_amenities_A,enriched_category_stars_B,enriched_review_score_B,enriched_amenities_B
A00306,B00295,copacabana,copacabana,augusta 4947,augusta 4947,38.732604,-9.153743,38.733904,-9.158889,0.4691848381882927,1.0,1.0,1,Inn Copacabana,Lisboa,PT,Inn Copacabana,Lisboa,PT,3,9.6,"pool, restaurant, bar, spa, gym",3,9.6,"pool, restaurant, bar, spa, gym"
A00328,B00317,central,central,sé 991,sé 991,38.758657,-9.123714,38.757964,-9.123442,0.08058656648179262,1.0,1.0,1,Residency Central,Lisboa,PT,Residency Central,Lisboa,PT,4,9.4,"bar, wifi, gym, spa",4,9.4,"bar, wifi, gym, spa"
A00338,B00327,cathedral,cathedral,república 651,república 651,38.79645,-9.070462,38.797458,-9.073002,0.24701527360207964,1.0,1.0,1,Pousada Cathedral,Lisboa,PT,Pousada Cathedral,Lisboa,PT,4,8.8,"restaurant, air_conditioning, bar",4,8.8,"restaurant, air_conditioning, bar"
A00348,B00337,copacabana,copacabana,europa 5068,europa 5068,38.735206,-9.238019,38.741582,-9.235017,0.7552782891372014,1.0,1.0,1,Hotel Copacabana Saint & Spa,Lisboa,PT,Hotel Copacabana Saint Boutique,Lisboa,PT,3,7.4,"bar, gym, wifi, restaurant",4,9.6,"pool, gym, pet_friendly"
A00354,B00343,europa,europa,república 8348,república 8348,38.581543,-9.164166,38.582803,-9.163896,0.14205766852183824,1.0,1.0,1,Residency Europa,Lisboa,PT,Residency Europa,Lisboa,PT,4,9.6,"pet_friendly, restaurant, wifi, parking, air_conditioning, pool",4,9.6,"pet_friendly, restaurant, wifi, parking, air_conditioning, pool"
A00355,B00344,cathedral,cathedral,central 7070,central 7070,38.779365,-9.149446,38.781464,-9.150244,0.2434327866654396,1.0,1.0,1,Palace Cathedral Boutique Boutique,Lisboa,PT,Palace Cathedral,Lisboa,PT,3,9.3,"air_conditioning, gym, bar, restaurant, wifi",3,7.2,"gym, spa, restaurant, wifi, air_conditioning"
A00359,B00348,central,central,andradas 1052,andradas 1052,38.677197,-9.091934,38.676045,-9.093937,0.2159674088426567,1.0,1.0,1,Hotel Central Saint,Lisboa,PT,Hotel Central Saint,Lisboa,PT,3,8.6,"bar, pet_friendly, pool, parking, air_conditioning",3,8.6,"bar, pet_friendly, pool, parking, air_conditioning"
A00364,B00353,central,central,paulista 2029,paulista 2029,38.660809,-9.129919,38.661113,-9.12794,0.175124522397887,1.0,1.0,1,Central II,Lisboa,PT,Hotel Central II,Lisboa,PT,5,7.5,"parking, pet_friendly, spa, wifi",3,8.6,"parking, spa, restaurant, bar, gym, wifi"
A00380,B00369,augusta,augusta,sé 4714,sé 4714,38.69111,-9.117281,38.68877,-9.118256,0.2736109641183936,1.0,1.0,1,Inn Augusta Saint,Lisboa,PT,Inn Augusta Saint,Lisboa,PT,3,8.4,"spa, gym, pet_friendly",3,8.4,"spa, gym, pet_friendly"
A00394,B00383,copacabana,copacabana,liberdade 9044,liberdade 9044,38.789796,-9.177754,38.786212,-9.180457,0.46228353016024665,1.0,1.0,1,Hotel Copacabana,Lisboa,PT,Hotel Copacabana,Lisboa,PT,4,8.5,"pet_friendly, restaurant, gym, parking, spa",4,8.5,"pet_friendly, restaurant, gym, parking, spa"
A00395,B00384,augusta,augusta,andradas 243,andradas 243,38.727832,-9.150495,38.724676,-9.148761,0.38181043007492177,1.0,1.0,1,Inn Augusta,Lisboa,PT,Inn Augusta,Lisboa,PT,4,7.1,"restaurant, gym, pool, spa, parking",4,7.1,"restaurant, gym, pool, spa, parking"
A00408,B00397,cathedral,cathedral,europa 9964,europa 9964,38.691098,-9.144739,38.686724,-9.143671,0.49512109415285915,1.0,1.0,1,Pousada Cathedral Saint,Lisboa,PT,Pousada Cathedral Saint,Lisboa,PT,3,9.2,"pool, restaurant, air_conditioning",3,9.2,"pool, restaurant, air_conditioning"
A00410,B00399,cathedral,cathedral,liberdade 3855,liberdade 3855,38.694355,-9.169997,38.693296,-9.168828,0.15543277891136803,1.0,1.0,1,Grand Hotel Cathedral II,Lisboa,PT,Grand Hotel Cathedral II,Lisboa,PT,4,9.3,"pool, parking, spa, pet_friendly, gym",4,9.3,"pool, parking, spa, pet_friendly, gym"
A00412,B00401,liberdade,liberdade,sé 3900,sé 3900,38.823683,-9.107974,38.826592,-9.110174,0.3754350824953157,1.0,1.0,1,Palace Liberdade,Lisboa,PT,Palace Liberdade,Lisboa,PT,3,7.9,"bar, wifi, parking",3,7.9,"bar, wifi, parking"
A00416,B00405,augusta,augusta,sé 3198,sé 3198,38.67732,-9.119004,38.681735,-9.11683,0.525947460402763,1.0,1.0,1,Inn Augusta,Lisboa,PT,Inn Augusta,Lisboa,PT,4,7.1,"restaurant, gym, pool, spa, parking",4,7.1,"restaurant, gym, pool, spa, parking"
A00431,B00420,liberdade,liberdade,flores 3830,flores 3830,38.71729,-9.141019,38.717374,-9.142497,0.12856933642172688,1.0,1.0,1,Inn Liberdade Saint,Lisboa,PT,Inn Liberdade Saint,Lisboa,PT,5,8.9,"parking, air_conditioning, bar, wifi, restaurant",5,8.9,"parking, air_conditioning, bar, wifi, restaurant"
A00077,B00066,copacabana,copacabana,república 6236,república 6236,-25.373371,-49.249763,-25.372783,-49.251889,0.22337935186635688,1.0,1.0,1,Palace Copacabana,Curitiba,BR,Palace Copacabana,Curitiba,BR,5,8.5,"spa, pet_friendly, wifi",5,8.5,"spa, pet_friendly, wifi"
A00085,B00074,copacabana,copacabana,andradas 1708,andradas 1708,-25.390555,-49.329515,-25.395153,-49.328445,0.5224501623862212,1.0,1.0,1,Pousada Copacabana,Curitiba,BR,Pousada Copacabana,Curitiba,BR,5,7.2,"bar, gym, pool",5,7.2,"bar, gym, pool"
A00089,B00078,liberdade,liberdade,augusta 2256,augusta 2256,-25.418167,-49.251543,-25.418029,-49.253038,0.15092678366287604,1.0,1.0,1,Pousada Liberdade,Curitiba,BR,Pousada Liberdade,Curitiba,BR,4,7.7,"spa, pool, gym",4,7.7,"spa, pool, gym"
A00114,B00103,europa,europa,sé 1461,sé 1461,-25.445919,-49.352725,-25.442166,-49.350513,0.4727394013048349,1.0,1.0,1,Palace Europa II,Curitiba,BR,Palace Europa II,Curitiba,BR,5,8.3,"bar, pool, gym",5,8.3,"bar, pool, gym"
A00117,B00106,copacabana,copacabana,copacabana 4531,copacabana 4531,-25.377195,-49.357826,-25.376377,-49.357551,0.09506085720559444,1.0,1.0,1,Suites Copacabana Saint,Curitiba,BR,Suites Copacabana Saint,Curitiba,BR,5,8.6,"air_conditioning, parking, gym",5,8.6,"air_conditioning, parking, gym"
A00123,B00112,lumière,lumière,liberdade 9353,liberdade 9353,-25.391004,-49.261584,-25.388231,-49.265236,0.4792317369896128,1.0,1.0,1,Inn Lumière Saint,Curitiba,BR,Inn Lumière Saint,Curitiba,BR,4,8.4,"pool, air_conditioning, pet_friendly, restaurant",4,8.4,"pool, air_conditioning, pet_friendly, restaurant"
A00129,B00118,gaudí,gaudí,liberdade 6414,liberdade 6414,-25.410375,-49.293454,-25.410926,-49.28777,0.5741646716125085,1.0,1.0,1,Pousada Gaudí & Spa,Curitiba,BR,Pousada Gaudí,Curitiba,BR,4,7.2,"air_conditioning, pool, gym, bar, spa",5,7.3,"bar, spa, air_conditioning"
A00134,B00123,copacabana,copacabana,liberdade 95,liberdade 95,-25.342942,-49.243353,-25.344476,-49.242131,0.21017999116304562,1.0,1.0,1,Inn Copacabana Saint & Spa & Spa,Curitiba,BR,Inn Copacabana Saint,Curitiba,BR,4,7.9,"gym, wifi, air_conditioning, pet_friendly, parking",3,7.6,"bar, gym, pool, air_conditioning, wifi, spa"
A00137,B00126,central,central,sé 1793,sé 1793,-25.450056,-49.289571,-25.4498,-49.291167,0.16275459153131022,1.0,1.0,1,Hotel Central Saint,Curitiba,BR,Hotel Central Saint,Curitiba,BR,4,9.4,"pet_friendly, parking, spa, gym, pool",4,9.4,"pet_friendly, parking, spa, gym, pool"
A00143,B00132,lumière,lumière,augusta 7971,augusta 7971,-25.512167,-49.314569,-25.514739,-49.313444,0.30746970239517785,1.0,1.0,1,Residency Lumière II & Spa,Curitiba,BR,Residency Lumière II Boutique,Curitiba,BR,4,8.1,"air_conditioning, restaurant, spa",4,7.1,"pool, wifi, spa"
A00149,B00138,cathedral,cathedral,europa 9901,europa 9901,-25.360295,-49.293528,-25.35914,-49.294502,0.16146924199423374,1.0,1.0,1,Palace Cathedral II,Curitiba,BR,Palace Cathedral II,Curitiba,BR,5,9.1,"wifi, pet_friendly, bar",5,9.1,"wifi, pet_friendly, bar"
A00155,B00144,gaudí,gaudí,república 8008,república 8008,-25.396533,-49.231211,-25.398231,-49.232302,0.21830860275575886,1.0,1.0,1,Residency Gaudí Saint,Curitiba,BR,Residency Gaudí Saint,Curitiba,BR,3,8.1,"bar, restaurant, spa, gym, pet_friendly",3,8.1,"bar, restaurant, spa, gym, pet_friendly"
A00198,B00187,liberdade,liberdade,augusta 7312,augusta 7312,-25.466364,-49.19091,-25.467384,-49.191542,0.12995895890401857,1.0,1.0,1,Palace Liberdade,Curitiba,BR,Palace Liberdade,Curitiba,BR,4,8.3,"restaurant, gym, pet_friendly, spa, air_conditioning",4,8.3,"restaurant, gym, pet_friendly, spa, air_conditioning"
A00211,B00200,seine,seine,copacabana 4738,copacabana 4738,-25.421939,-49.286315,-25.421735,-49.28743,0.1142518272724178,1.0,1.0,1,Grand Hotel Seine,Curitiba,BR,Grand Hotel Seine,Curitiba,BR,3,7.8,"gym, restaurant, wifi, pet_friendly, air_conditioning, spa",3,7.8,"gym, restaurant, wifi, pet_friendly, air_conditioning, spa"
A00215,B00204,cathedral,cathedral,liberdade 3457,liberdade 3457,-25.498154,-49.318003,-25.498839,-49.31522,0.2895127847718533,1.0,1.0,1,Cathedral Saint,Curitiba,BR,Hotel Cathedral Saint Boutique,Curitiba,BR,4,9.6,"restaurant, spa, bar",5,8.6,"pet_friendly, parking, restaurant, bar, spa"
A00222,B00211,europa,europa,copacabana 6580,copacabana 6580,-25.428027,-49.345615,-25.428671,-49.344634,0.121791064048347,1.0,1.0,1,Grand Hotel Europa Saint,Curitiba,BR,Grand Hotel Europa Saint,Curitiba,BR,3,7.7,"parking, pool, bar, pet_friendly",3,7.7,"parking, pool, bar, pet_friendly"
A00230,B00219,central,central,andradas 1284,andradas 1284,-25.415942,-49.338261,-25.414338,-49.339077,0.196284334367015,1.0,1.0,1,Hotel Central,Curitiba,BR, Central,Curitiba,BR,4,8.4,"restaurant, spa, pool, parking, air_conditioning",5,8.5,"gym, pet_friendly, wifi, restaurant, parking, spa"
A00233,B00222,gaudí,gaudí,central 686,central 686,-25.391554,-49.210225,-25.390631,-49.208695,0.18481184505816642,1.0,1.0,1,Suites Gaudí II,Curitiba,BR,Suites Gaudí II,Curitiba,BR,5,8.4,"spa, pet_friendly, pool",5,8.4,"spa, pet_friendly, pool"
A00237,B00226,augusta,augusta,andradas 5775,andradas 5775,-25.453695,-49.305264,-25.454464,-49.304977,0.09023350224451933,1.0,1.0,1,Inn Augusta II,Curitiba,BR,Inn Augusta II,Curitiba,BR,4,8.6,"gym, air_conditioning, wifi, parking, pet_friendly, pool",4,8.6,"gym, air_conditioning, wifi, parking, pet_friendly, pool"
A00247,B00236,augusta,augusta,liberdade 9032,liberdade 9032,-25.452622,-49.276857,-25.457363,-49.274836,0.5648768414986493,1.0,1.0,1,Suites Augusta,Curitiba,BR,Suites Augusta,Curitiba,BR,5,8.3,"restaurant, pool, spa, air_conditioning",5,8.3,"restaurant, pool, spa, air_conditioning"
A00248,B00237,central,central,liberdade 4089,liberdade 4089,-25.404952,-49.223323,-25.402928,-49.223776,0.2296119667873642,1.0,1.0,1,Residency Central,Curitiba,BR,Residency Central,Curitiba,BR,3,9.6,"pool, spa, wifi",3,9.6,"pool, spa, wifi"
A00249,B00238,cathedral,cathedral,augusta 1532,augusta 1532,-25.414237,-49.299455,-25.412062,-49.302287,0.3733537297671098,1.0,1.0,1,Inn Cathedral,Curitiba,BR,Inn Cathedral,Curitiba,BR,3,8.2,"pet_friendly, parking, pool, wifi, restaurant",3,8.2,"pet_friendly, parking, pool, wifi, restaurant"
A00257,B00246,lumière,lumière,augusta 5411,augusta 5411,-25.424112,-49.342673,-25.424964,-49.343422,0.12096775321408508,1.0,1.0,1,Pousada Lumière II,Curitiba,BR,Pousada Lumière II & Spa,Curitiba,BR,5,7.4,"air_conditioning, pool, pet_friendly, gym",4,8.7,"gym, wifi, parking, pet_friendly"
A00262,B00251,augusta,augusta,sé 3501,sé 3501,-25.420217,-49.218217,-25.416208,-49.216069,0.49523525790772926,1.0,1.0,1,Grand Hotel Augusta Saint,Curitiba,BR,Grand Hotel Augusta Saint,Curitiba,BR,4,9.4,"bar, parking, gym, wifi, pool, restaurant",4,9.4,"bar, parking, gym, wifi, pool, restaurant"
A00265,B00254,europa,europa,europa 4010,europa 4010,-25.395565,-49.287493,-25.396327,-49.283797,0.3808080069420215,1.0,1.0,1,Suites Europa II,Curitiba,BR,Suites Europa II,Curitiba,BR,3,7.2,"pet_friendly, air_conditioning, parking, pool, bar",3,7.2,"pet_friendly, air_conditioning, parking, pool, bar"
A00274,B00263,central,central,copacabana 3427,copacabana 3427,-25.410319,-49.228618,-25.410337,-49.231243,0.26365656632902096,1.0,1.0,1,Inn Central Saint,Curitiba,BR,Inn Central Saint,Curitiba,BR,4,9.0,"spa, parking, pet_friendly, pool",4,9.0,"spa, parking, pet_friendly, pool"
A00276,B00265,cathedral,cathedral,central 2369,central 2369,-25.451407,-49.341634,-25.451584,-49.340041,0.16114899616441414,1.0,1.0,1,Suites Cathedral,Curitiba,BR,Suites Cathedral Boutique & Spa,Curitiba,BR,3,7.2,"pet_friendly, pool, wifi, bar, air_conditioning, gym",5,8.2,"wifi, parking, air_conditioning, pool"
A00292,B00281,paulista,paulista,central 6708,central 6708,-25.414909,-49.242138,-25.413714,-49.239656,0.2824821040112991,1.0,1.0,1,Inn Paulista,Curitiba,BR,Inn Paulista,Curitiba,BR,3,9.7,"parking, air_conditioning, bar, gym, wifi",3,9.7,"parking, air_conditioning, bar, gym, wifi"
A00295,B00284,cathedral,cathedral,europa 9078,europa 9078,-25.471717,-49.201781,-25.472756,-49.205264,0.3682376735346939,1.0,1.0,1,Residency Cathedral II,Curitiba,BR,Residency Cathedral II Boutique,Curitiba,BR,4,9.0,"air_conditioning, restaurant, spa, parking, bar, gym",3,8.5,"wifi, air_conditioning, pet_friendly, pool"
A00310,B00299,liberdade,liberdade,andradas 2850,andradas 2850,-25.389304,-49.328314,-25.389738,-49.327,0.14054301119491835,1.0,1.0,1,Inn Liberdade Saint,Curitiba,BR,Inn Liberdade Saint,Curitiba,BR,3,9.6,"spa, wifi, pet_friendly, pool, air_conditioning",3,9.6,"spa, wifi, pet_friendly, pool, air_conditioning"
A00313,B00302,liberdade,liberdade,copacabana 1338,copacabana 1338,-25.505721,-49.326486,-25.503225,-49.32667,0.278156172231343,1.0,1.0,1,Grand Hotel Liberdade II,Curitiba,BR,Grand Hotel Liberdade II,Curitiba,BR,5,8.4,"wifi, gym, air_conditioning, parking",5,8.4,"wifi, gym, air_conditioning, parking"
A00329,B00318,seine,seine,andradas 3341,andradas 3341,-25.361759,-49.35899,-25.362456,-49.359681,0.10405403981312976,1.0,1.0,1,Grand Hotel Seine,Curitiba,BR,Grand Hotel Seine,Curitiba,BR,3,7.8,"gym, restaurant, wifi, pet_friendly, air_conditioning, spa",3,7.8,"gym, restaurant, wifi, pet_friendly, air_conditioning, spa"
A00356,B00345,paulista,paulista,central 7118,central 7118,-25.384845,-49.191052,-25.387243,-49.193841,0.3867803132551305,1.0,1.0,1,Residency Paulista,Curitiba,BR,Residency Paulista & Spa,Curitiba,BR,3,8.8,"pet_friendly, bar, pool, parking",4,7.2,"pet_friendly, bar, spa, gym, parking"
A00357,B00346,seine,seine,flores 9941,flores 9941,-25.439192,-49.237076,-25.440409,-49.237403,0.1392508160594649,1.0,1.0,1,Hotel Seine,Curitiba,BR,Hotel Seine,Curitiba,BR,5,8.4,"gym, pool, bar, pet_friendly, wifi",5,8.4,"gym, pool, bar, pet_friendly, wifi"
A00372,B00361,gaudí,gaudí,andradas 9418,andradas 9418,-25.442014,-49.275818,-25.440601,-49.273935,0.24583689585776922,1.0,1.0,1,Grand  Gaudí,Curitiba,BR,Grand Hotel Gaudí,Curitiba,BR,5,7.1,"spa, parking, gym, bar, wifi, pet_friendly",4,7.5,"gym, wifi, bar, pet_friendly"
A00375,B00364,gaudí,gaudí,europa 8308,europa 8308,-25.448718,-49.296611,-25.449646,-49.297888,0.16458341310563995,1.0,1.0,1,Hotel Gaudí II,Curitiba,BR,Hotel Gaudí II,Curitiba,BR,4,7.4,"wifi, parking, spa, pet_friendly, pool, bar",4,7.4,"wifi, parking, spa, pet_friendly, pool, bar"
A00376,B00365,paulista,paulista,sé 1554,sé 1554,-25.462766,-49.21773,-25.465937,-49.217188,0.3567728826278424,1.0,1.0,1,Pousada Paulista Saint,Curitiba,BR,Pousada Paulista Saint,Curitiba,BR,5,8.0,"bar, pet_friendly, gym, parking",5,8.0,"bar, pet_friendly, gym, parking"
A00378,B00367,cathedral,cathedral,paulista 4671,paulista 4671,-25.461626,-49.324733,-25.463971,-49.323765,0.2782730235045026,1.0,1.0,1,Residency Cathedral II,Curitiba,BR,Residency Cathedral II,Curitiba,BR,4,9.0,"air_conditioning, restaurant, spa, parking, bar, gym",4,9.0,"air_conditioning, restaurant, spa, parking, bar, gym"
A00401,B00390,central,central,república 6361,república 6361,-25.410375,-49.263721,-25.411541,-49.262271,0.1949851515205598,1.0,1.0,1,Grand Hotel Central,Curitiba,BR,Grand Hotel Central,Curitiba,BR,3,8.9,"gym, parking, bar",3,8.9,"gym, parking, bar"
A00407,B00396,cathedral,cathedral,sé 1185,sé 1185,-25.331232,-49.311135,-25.329412,-49.314295,0.3765914141108045,1.0,1.0,1,Inn Cathedral,Curitiba,BR,Inn Cathedral,Curitiba,BR,3,8.2,"pet_friendly, parking, pool, wifi, restaurant",3,8.2,"pet_friendly, parking, pool, wifi, restaurant"
A00421,B00410,paulista,paulista,central 7081,central 7081,-25.471232,-49.354508,-25.468826,-49.357813,0.4262092721960971,1.0,1.0,1,Palace Paulista,Curitiba,BR,Palace Paulista,Curitiba,BR,4,7.4,"restaurant, parking, pet_friendly, pool, bar, air_conditioning",4,7.4,"restaurant, parking, pet_friendly, pool, bar, air_conditioning"
A00429,B00418,liberdade,liberdade,flores 1168,flores 1168,-25.420097,-49.308206,-25.422225,-49.309325,0.2619533289936753,1.0,1.0,1,Suites Liberdade,Curitiba,BR,Suites Liberdade,Curitiba,BR,4,7.3,"restaurant, parking, air_conditioning, wifi, spa, pool",4,7.3,"restaurant, parking, air_conditioning, wifi, spa, pool"
A00092,B00081,paulista,paulista,augusta 7997,augusta 7997,40.423421,-3.706885,40.422621,-3.705858,0.12438243842351221,1.0,1.0,1,Inn Paulista,Madrid,ES,Inn Paulista & Spa,Madrid,ES,5,8.8,"pool, gym, wifi, restaurant, pet_friendly",3,9.7,"air_conditioning, pet_friendly, spa, gym, bar, restaurant"
A00105,B00094,gaudí,gaudí,europa 2157,europa 2157,40.50898,-3.68218,40.509331,-3.680411,0.15456324987211453,1.0,1.0,1,Residency Gaudí Saint,Madrid,ES,Residency Gaudí St.,Madrid,ES,5,9.6,"gym, bar, pet_friendly, spa, air_conditioning",3,7.0,"air_conditioning, pool, pet_friendly"
A00121,B00110,lumière,lumière,república 8718,república 8718,40.510734,-3.687204,40.513849,-3.688591,0.3656804335671115,1.0,1.0,1,Residency Lumière II,Madrid,ES,Residency Lumière II,Madrid,ES,5,7.4,"pet_friendly, pool, restaurant",5,7.4,"pet_friendly, pool, restaurant"
A00131,B00120,paulista,paulista,central 4671,central 4671,40.359691,-3.783282,40.359214,-3.778663,0.3949464354413907,1.0,1.0,1,Suites Paulista Saint,Madrid,ES,Suites Paulista Saint,Madrid,ES,5,9.4,"gym, bar, wifi, parking, air_conditioning, pet_friendly",5,9.4,"gym, bar, wifi, parking, air_conditioning, pet_friendly"
A00144,B00133,cathedral,cathedral,liberdade 4243,liberdade 4243,40.335758,-3.613277,40.336426,-3.613102,0.07574475604762101,1.0,1.0,1,Hotel Cathedral,Madrid,ES,Hotel Cathedral,Madrid,ES,5,8.4,"wifi, parking, gym, air_conditioning",5,8.4,"wifi, parking, gym, air_conditioning"
A00146,B00135,augusta,augusta,europa 1388,europa 1388,40.434808,-3.698071,40.433881,-3.698074,0.10307800972007691,1.0,1.0,1,Pousada Augusta II,Madrid,ES,Pousada Augusta II Boutique,Madrid,ES,4,8.8,"restaurant, bar, pool, gym, pet_friendly",3,9.4,"bar, parking, pet_friendly"
A00158,B00147,seine,seine,copacabana 4347,copacabana 4347,40.394936,-3.630906,40.393782,-3.629321,0.1856955744795227,1.0,1.0,1,Pousada Seine II Boutique,Madrid,ES,Pousada Seine II,Madrid,ES,4,9.4,"pet_friendly, spa, wifi, bar, pool, parking",4,8.2,"restaurant, air_conditioning, wifi, parking, gym, pet_friendly"
A00169,B00158,copacabana,copacabana,central 9883,central 9883,40.351516,-3.66351,40.352829,-3.662493,0.16953661594338998,1.0,1.0,1,Residency Copacabana,Madrid,ES,Residency Copacabana Boutique,Madrid,ES,4,9.5,"pool, spa, gym, pet_friendly, wifi, air_conditioning",3,8.4,"gym, spa, pool"
